Timestamp,ParticipantID,QuestionID,QuestionText,Answer
2026-01-09T15:04:33.929Z,P_1767970855077_u9djzo2cb,q1,"Как часто вы работаете с системой тикетов?","Ежедневно"
2026-01-09T15:04:33.931Z,P_1767970855077_u9djzo2cb,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Полностью доверяю"
2026-01-09T15:04:33.931Z,P_1767970855077_u9djzo2cb,q3,"Как вы предпочитаете работать с заявками?","Самостоятельно решать все тикеты"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","test"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q5,"Что для вас является главным критерием качества решения тикета?","test"
2026-01-09T15:04:33.932Z,P_1767970855077_u9djzo2cb,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-10T17:59:01.476Z,P_1767970855077_u9djzo2cb,even,q1,"Как часто вы работаете с системой тикетов?","Ежедневно"
2026-01-10T17:59:01.477Z,P_1767970855077_u9djzo2cb,even,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Полностью доверяю"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q3,"Как вы предпочитаете работать с заявками?","Делегировать часть работы"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","Не указано"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q5,"Что для вас является главным критерием качества решения тикета?","Не указано"
2026-01-10T17:59:01.478Z,P_1767970855077_u9djzo2cb,even,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-10T18:00:03.397Z,P_1767970855077_u9djzo2cb,even,q1,"Как часто вы работаете с системой тикетов?","Редко"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q2,"Насколько вы доверяете рекомендациям ИИ в работе?","Доверяю; но проверяю"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q3,"Как вы предпочитаете работать с заявками?","Делегировать часть работы"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q4,"Какие трудности вы обычно испытываете при работе с тикетами?","Не указано"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q5,"Что для вас является главным критерием качества решения тикета?","Не указано"
2026-01-10T18:00:03.400Z,P_1767970855077_u9djzo2cb,even,q6,"Какой уровень стресса вы обычно испытываете на работе?","Очень низкий"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:22:53.189Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:23:52.363Z,P_1767970855077_u9djzo2cb,odd,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:23:52.364Z,P_1767970855077_u9djzo2cb,odd,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:23:52.365Z,P_1767970855077_u9djzo2cb,odd,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:23:52.366Z,P_1767970855077_u9djzo2cb,odd,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:23:52.366Z,P_1767970855077_u9djzo2cb,odd,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:24:13.053Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:24:13.055Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:24:13.055Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:24:13.056Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:24:13.056Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T19:24:13.056Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:24:13.056Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:24:13.056Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:24:13.056Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:24:13.057Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:24:13.057Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:24:13.057Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:24:27.081Z,P_1767970855077_u9djzo2cb,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:24:27.081Z,P_1767970855077_u9djzo2cb,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:24:27.081Z,P_1767970855077_u9djzo2cb,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:24:27.082Z,P_1767970855077_u9djzo2cb,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:24:27.083Z,P_1767970855077_u9djzo2cb,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T19:24:27.083Z,P_1767970855077_u9djzo2cb,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:24:27.083Z,P_1767970855077_u9djzo2cb,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:24:27.083Z,P_1767970855077_u9djzo2cb,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:24:27.084Z,P_1767970855077_u9djzo2cb,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:24:27.084Z,P_1767970855077_u9djzo2cb,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:24:27.084Z,P_1767970855077_u9djzo2cb,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:24:27.084Z,P_1767970855077_u9djzo2cb,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
2026-01-31T19:40:04.059Z,P_1769888396823_enk7qyf1a,even,0,pre_q1,"What is your age group?","Not specified"
2026-01-31T19:40:04.060Z,P_1769888396823_enk7qyf1a,even,0,pre_q2,"What is your current occupation?","Not specified"
2026-01-31T19:40:04.060Z,P_1769888396823_enk7qyf1a,even,0,pre_q3,"Are you familiar with IT Service Management (ITSM)?","Not specified"
2026-01-31T19:40:04.060Z,P_1769888396823_enk7qyf1a,even,0,pre_q4,"Do you have experience working in IT support or similar?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q5,"Are you familiar with modern AI Models such as ChatGPT?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q6,"How would you rate your level of proficiency with AI?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q7,"How would you rate your level of trust towards AI?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q8,"Do you prefer working alone or in a group?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q9,"Do you feel more confident when you work in a group or with AI?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q10,"If you required assistance for a certain task, which option would you choose?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q11,"What would you expect from a good IT support system?","Not specified"
2026-01-31T19:40:04.061Z,P_1769888396823_enk7qyf1a,even,0,pre_q12,"What would you expect from a good AI Bot integrated in an IT support system?","Not specified"
